"Scandium";"Emissions to air";"low. pop.";"kg";"17505bf8-40af-4580-8608-5841ff063d23";"Scandium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Terbacil";"Emissions to soil";"agricultural";"kg";"10e76f0e-0395-4b8b-a413-b885fb7bb438";"terbacil";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Iodine-131";"Emissions to water";"river";"kBq";"ab9fef9d-1b47-4d79-a28a-0132dfa18020";"Iodine-131";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Nicosulfuron";"Emissions to soil";"agricultural";"kg";"504672ba-784f-4c87-bf3e-ede17992e4a2";"Nicosulfuron";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Parathion, methyl";"Emissions to soil";"agricultural";"kg";"0d421883-2e26-4d93-b2dd-80060acbb3c1";"Parathion-methyl";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Formaldehyde";"Emissions to water";;"kg";"66729b69-c76f-43b2-bd9a-4a03c4983afd";"Formaldehyde";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Titanium";"Emissions to soil";"agricultural";"kg";"334f3d29-ec7d-4ca4-9e65-524c64c6649c";"Titanium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Zinc";"Resources";"in ground";"kg";"64b1ce4a-6556-11dd-ad8b-0800200c9a66";"Zinc";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Sodium";"Emissions to water";;"kg";"5ac961f0-8e53-42ff-b13f-1a7fb9133868";"Sodium, ion";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Radium-228";"Emissions to water";"ocean";"kBq";"09257283-72d9-4d13-838b-ee7f28e6d146";"Radium-228";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Hexane";"Emissions to air";"low. pop.";"kg";"41067ac7-bf36-47ef-a19f-683d9b758a28";"Hexane";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Particulates, < 2.5 um";"Emissions to air";"stratosphere + troposphere";"kg";"ddd99a3a-be86-423d-b36a-a9dc8af1b1f8";"Particulates, < 2.5 um";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, TW";"Emissions to water";"river";"m3";"22f7036b-d608-4e79-844f-7ccf7ca409e8";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"1-Butanol";"Emissions to air";"high. pop.";"kg";"efc4290c-1404-4e01-8b5e-e75c6d90615c";"Butanol";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Fluorine";"Emissions to air";"low. pop., long-term";"kg";"d976062e-565d-4d61-933e-545c9d020f0a";"Fluorine";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Beryllium";"Emissions to air";"low. pop., long-term";"kg";"5457df7d-0461-407c-9f09-0338dbff77ef";"Beryllium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Xylene";"Emissions to air";"low. pop.";"kg";"a1d277aa-7aea-4b5e-8aa9-2789ba8ff333";"Xylene";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore";"Resources";"in ground";"kg";"31998285-fb5c-411d-b853-ce78be2a0b49";"Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore, in ground";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water/m3";"Emissions to air";"low. pop.";"m3";"d0fa3cee-a088-49c0-b80e-f3acac182f0b";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"Chlorfenvinphos";"Emissions to soil";"agricultural";"kg";"0704eee1-6673-482b-b675-4b96ab4ad518";"Chlorfenvinphos";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, AT";"Emissions to water";;"m3";"995f3484-64f1-4d38-bc97-5364463e02b0";"Water";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"TOC, Total Organic Carbon";"Emissions to water";"ocean";"kg";"d1c0567e-ff1a-4cb7-a4f0-de28b2d99b63";"TOC, Total Organic Carbon";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Zinc-65";"Emissions to air";"low. pop.";"kBq";"cf5e52c1-b1fc-46c8-b6f9-8e085657632e";"Zinc-65";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Vanadium";"Emissions to water";"ocean";"kg";"dbdc3ea8-cc2b-4dbe-82b9-e954e333281d";"Vanadium, ion";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Lithium";"Emissions to water";;"kg";"eb2bfdf1-1881-40e8-bebb-d674b2a79149";"Lithium, ion";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Transformation, to arable";"Resources";"land";"m2";"c3f83a91-4888-41a4-add9-fd01678a1e5f";"Transformation, to arable";"93a60a56-a3c8-19da-a746-0800200c9a66";"Area";"3ce61faa-5716-41c1-aef6-b5920054acc9";"m2";1
"Water, MX";"Emissions to water";"groundwater";"m3";"6e9312ec-1e02-4232-9589-0746bc67d4e6";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"Titanium";"Emissions to air";"low. pop.";"kg";"4a156a66-eb3e-4f87-90a2-ccd13bf942ff";"Titanium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Metconazole";"Emissions to soil";"agricultural";"kg";"1defe52a-bc9b-4c03-90fb-91bd35f6ce49";"Metconazole";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, IT";"Emissions to water";"groundwater";"m3";"6e9312ec-1e02-4232-9589-0746bc67d4e6";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"1-Pentene";"Emissions to water";"river";"kg";"f3cf9958-739f-41c1-a679-f550cf0e9b6c";"1-Pentene";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Chromium VI";"Emissions to water";"groundwater";"kg";"9bbae55a-35de-4eff-a219-814a9fec5ac2";"Chromium VI";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Dichromate";"Emissions to water";"river";"kg";"d26099e9-c6bc-4d7f-a0bd-29c884965ba5";"Dichromate";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Beryllium";"Emissions to water";"groundwater";"kg";"fa89c354-2263-4ed2-ac56-99946be5c665";"Beryllium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Toluene, 2-chloro-";"Emissions to water";"river";"kg";"ea5789d9-c0f9-4aeb-9df9-0caaf211534b";"Toluene, 2-chloro";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Calcium";"Emissions to air";;"kg";"b87016c6-ac91-4414-98ce-fb665e0a6d2e";"Calcium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, PH";"Emissions to water";;"m3";"995f3484-64f1-4d38-bc97-5364463e02b0";"Water";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Methyl acetate";"Emissions to air";"high. pop.";"kg";"ef06f2a4-4b8c-4740-9e06-0c2126d1839a";"Methyl acetate";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, unspecified natural origin, PT";"Resources";"in water";"m3";"831f249e-53f2-49cf-a93c-7cee105f048e";"Water, unspecified natural origin";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Boron";"Emissions to water";"groundwater";"kg";"242b4a08-f6ff-496d-ae0f-bf8f8bc77692";"Boron";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Copper";"Emissions to air";"high. pop.";"kg";"88cde01c-df69-40bb-9b14-6eac71bea5b8";"Copper";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Sand";"Resources";"in ground";"kg";"423ef039-6057-4f63-94bd-e9410d024bd0";"Sand, unspecified, in ground";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Sulfur";"Emissions to water";"ocean";"kg";"871b6f07-de14-48d4-b4aa-7745872c7e9a";"Sulfur";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Pirimicarb";"Emissions to soil";"agricultural";"kg";"1c0699e2-9be2-4c30-8328-fc0ad8caac58";"Pirimicarb";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Mercury";"Emissions to air";;"kg";"71234253-b3a7-4dfe-b166-a484ad15bee7";"Mercury";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Potassium chloride";"Resources";"in ground";"kg";"d80610f2-df83-4e2a-9dc3-f74fced6577f";"Sylvite, 25 % in sylvinite, in ground";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Iodine-131";"Emissions to air";"low. pop.";"kBq";"03e91172-fca0-47f3-9014-22ae3136251b";"Iodine-131";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Linuron";"Emissions to soil";"agricultural";"kg";"971f25e5-1501-454a-8a5a-2723f84d7974";"Linuron";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Dithianone";"Emissions to soil";"agricultural";"kg";"31913320-21f3-4cc2-b09a-a15ac9b65f5e";"Dithianon";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Vanadium";"Emissions to air";"high. pop.";"kg";"2cba713d-ab0b-44cb-babb-f8cac262554f";"Vanadium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Iron";"Emissions to air";;"kg";"8dba66e2-0f2e-4038-84ef-1e40b4f573a6";"Iron";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Benzene";"Emissions to water";"ocean";"kg";"19108dfd-9b70-4fca-bac5-d523f8b5d3c0";"Benzene";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Dimethyl ether";"Emissions to water";"river";"kg";"66c985be-8604-48ec-92e1-4e172128dc11";"Dimethyl ether";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Methane, biogenic";"Emissions to air";"low. pop.";"kg";"57bdb443-d4a6-423d-8024-959b8261d02e";"Methane, biogenic";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Indium";"Resources";"in ground";"kg";"e5cbe371-d33e-46ef-a832-a176f5e28520";"Indium, 0.005% in sulfide, In 0.003%, Pb, Zn, Ag, Cd, in ground";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Lead-210";"Emissions to water";;"kBq";"2cfc5ba4-3db2-4193-9e81-b61e75ba1706";"Lead-210";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Dimethomorph";"Emissions to soil";"agricultural";"kg";"23f4021a-5b2d-4e16-ba87-76e871b32392";"Dimethomorph";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Chloroform";"Emissions to air";"high. pop.";"kg";"4cadbc9f-0472-4bb9-a942-df5b90e37878";"Chloroform";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Ethyl acetate";"Emissions to water";"river";"kg";"edd13644-5212-4e83-9fee-9358521a6b42";"Ethyl acetate";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Formamide";"Emissions to air";"high. pop.";"kg";"2becddd1-aa5a-4c35-be0e-aefb9bd469f8";"Formamide";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, SK";"Emissions to water";"river";"m3";"22f7036b-d608-4e79-844f-7ccf7ca409e8";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"Zinc";"Emissions to air";"high. pop.";"kg";"748f22a9-eba4-4726-bef5-92c7442ce189";"Zinc";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, river, US";"Resources";"in water";"m3";"8c75e7ab-8ab8-41e4-b394-c166ff5b050d";"Water, river";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Water, IT";"Emissions to water";"river";"m3";"22f7036b-d608-4e79-844f-7ccf7ca409e8";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"Transformation, to arable, irrigated, extensive";"Resources";"land";"m2";"8d59bb59-b416-41c2-adab-bba044237346";"Transformation, to annual crop, irrigated, extensive";"93a60a56-a3c8-19da-a746-0800200c9a66";"Area";"3ce61faa-5716-41c1-aef6-b5920054acc9";"m2";1
"Titanium";"Emissions to air";"low. pop., long-term";"kg";"b3701449-fe4b-4513-b4a4-065e62f03e5c";"Titanium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Antimony-124";"Emissions to water";"river";"kBq";"077b92b0-0610-48ba-9ff8-55c13e98364b";"Antimony-124";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Benomyl";"Emissions to soil";"agricultural";"kg";"a25e7873-b0fd-46eb-81da-e49d84c2ac25";"Benomyl";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Manganese";"Emissions to soil";"agricultural";"kg";"9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32";"Manganese";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Niobium-95";"Emissions to air";"low. pop.";"kBq";"6f1e995b-5915-4363-bd2c-d1e76ee446e0";"Niobium-95";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Radium-226";"Emissions to air";;"kBq";"b912f4b4-34ac-4ec1-aba1-01b9c83683e5";"Radium-226";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Water, UCTE without Germany";"Emissions to water";;"m3";"995f3484-64f1-4d38-bc97-5364463e02b0";"Water";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Metosulam";"Emissions to soil";"agricultural";"kg";"b7feaed4-a5d3-4601-894c-e10f9dc7575b";"Metosulam";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Diuron";"Emissions to soil";"agricultural";"kg";"934c5e25-5370-421c-b079-07d01c49dedb";"Diuron";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Potassium";"Emissions to air";;"kg";"756b1234-887b-406e-88ed-b50ba4694f09";"Potassium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"4-Methyl-2-pentanone";"Emissions to water";"river";"kg";"1a19ad61-abd0-4d42-9828-8fae315c0b06";"4-Methyl-2-pentanone";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Plutonium-238";"Emissions to air";"low. pop.";"kBq";"59c2b461-3992-4b18-8f27-699f4880cc4e";"Plutonium-238";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Hydrocarbons, aliphatic, unsaturated";"Emissions to air";"low. pop.";"kg";"2d50f4c8-a917-4496-a7d9-470b080faf68";"Hydrocarbons, aliphatic, unsaturated";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Propanal";"Emissions to water";"river";"kg";"f13b60bd-4185-4a76-ba54-fc25ce180de4";"Propanal";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, RER";"Emissions to water";"groundwater";"m3";"6e9312ec-1e02-4232-9589-0746bc67d4e6";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"Magnesium";"Emissions to air";"low. pop.";"kg";"0437e787-ef47-4a50-b11f-df7c743e860c";"Magnesium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Scandium";"Emissions to water";"groundwater";"kg";"0a6ae675-cdf2-475d-b4ef-486e78757d65";"Scandium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Transformation, to dump site, sanitary landfill";"Resources";"land";"m2";"1a568858-efa8-4c2a-b46e-82b6e66b6072";"Transformation, to dump site, sanitary landfill";"93a60a56-a3c8-19da-a746-0800200c9a66";"Area";"3ce61faa-5716-41c1-aef6-b5920054acc9";"m2";1
"Water, lake, ES";"Resources";"in water";"m3";"1acb026e-9de6-48fe-9e0d-be4d24125bbc";"Water, lake";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Acifluorfen";"Emissions to air";"low. pop.";"kg";"3275a1af-934e-46d4-9cdd-7a78317eabb6";"Acifluorfen";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Ethyl cellulose";"Emissions to air";"high. pop.";"kg";"6bd1ea0d-0fbb-46cd-a6b4-e699febbf4e8";"Ethyl cellulose";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, river, WEU";"Resources";"in water";"m3";"8c75e7ab-8ab8-41e4-b394-c166ff5b050d";"Water, river";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Water, river, FR";"Resources";"in water";"m3";"8c75e7ab-8ab8-41e4-b394-c166ff5b050d";"Water, river";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Lithium";"Resources";"in ground";"kg";"a9ad523f-b721-4f07-ad9f-584053f3454d";"Lithium, 0.15% in brine, in ground";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Ethene, chloro-";"Emissions to air";"high. pop.";"kg";"127ff74d-018b-43b9-8a4e-fb5577d5ee5a";"Ethene, chloro-";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Methane, land transformation";"Emissions to air";"low. pop.";"kg";"70ef743b-3ed5-4a6d-b192-fb6d62378555";"Methane, fossil";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Phosmet";"Emissions to soil";"agricultural";"kg";"b268aafb-2e5a-4bb1-a3ab-37f378ee8090";"Phosmet";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Maneb";"Emissions to soil";"agricultural";"kg";"d689f35b-5ebf-4b87-bb12-c4e316219275";"Maneb";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Silicon tetrafluoride";"Emissions to air";"low. pop.";"kg";"ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d";"Silicon tetrafluoride";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Titanium";"Emissions to water";"river";"kg";"ff36578b-f403-4656-b934-81d8d4e02dc8";"Titanium, ion";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Dipropylamine";"Emissions to water";"river";"kg";"f87e0478-9ba4-4d6b-a1ca-5667d07f3465";"Dipropylamine";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Bromuconazole";"Emissions to soil";"agricultural";"kg";"5c049e3f-9246-47d0-ad60-7caaad814b2e";"Bromuconazole";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Polonium-210";"Emissions to air";"low. pop.";"kBq";"44dd80c7-9960-4881-8431-939509b81f53";"Polonium-210";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Antimony-122";"Emissions to water";"river";"kBq";"ad1ed615-e2cf-49e3-bd34-4589b4583222";"Antimony-122";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Strontium";"Emissions to water";"ocean";"kg";"836493d4-5c50-4713-b2a8-7979b830c1a5";"Strontium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Phosphorus";"Emissions to air";;"kg";"d761f94e-517d-41cf-89fa-17dc72f7a69b";"Phosphorus";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Thorium-230";"Emissions to water";"river";"kBq";"9b2f96e6-564c-4fdb-ace4-077b2d2fd132";"Thorium-230";"93a60a56-a3c8-17da-a746-0800200c9a66";"Radioactivity";"e9773595-284e-46dd-9671-5fc9ff406833";"kBq";1
"Water, river, RoW";"Resources";"in water";"m3";"8c75e7ab-8ab8-41e4-b394-c166ff5b050d";"Water, river";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Transformation, from heterogeneous, agricultural";"Resources";"land";"m2";"2e002771-9f22-43e3-9990-f06f8235700b";"Transformation, from heterogeneous, agricultural";"93a60a56-a3c8-19da-a746-0800200c9a66";"Area";"3ce61faa-5716-41c1-aef6-b5920054acc9";"m2";1
"Water, TH";"Emissions to water";;"m3";"995f3484-64f1-4d38-bc97-5364463e02b0";"Water";"93a60a56-a3c8-22da-a746-0800200c9a66";"Volume";"1c3a9695-398d-4b1f-b07e-a8715b610f70";"m3";1
"Nitrate";"Emissions to air";"high. pop.";"kg";"15ca802b-f541-44aa-bd33-35560a053193";"Nitrate";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Arsenic";"Emissions to water";"ocean";"kg";"d70b4182-d633-4178-84c0-8854f5f6594b";"Arsenic, ion";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water, PL";"Emissions to water";"river";"m3";"22f7036b-d608-4e79-844f-7ccf7ca409e8";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
"Iodosulfuron-methyl-sodium";"Emissions to soil";"agricultural";"kg";"c4ab841c-b243-45fe-b5f9-258a00016fc9";"Iodosulfuron-methyl-sodium";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Ethane";"Emissions to air";"high. pop.";"kg";"9ea11aea-7cb7-4b38-b936-a42c2a4bac97";"Ethane";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1
"Water/m3";"Emissions to air";;"m3";"8864b4ad-7348-469e-b2d3-48610ffd4fca";"Water";"93a60a56-a3c8-11da-a746-0800200b9a66";"Mass";"20aadc24-a391-41cf-b340-3e4529f44bde";"kg";1000
